Transaction_ID,User_ID,Transaction_Amount,Transaction_Time,Merchant_ID,Merchant_Category,Device_Type,Location,IP_Address,Card_Type,Is_Fraud,Latitude,Longitude,User_Registration_Date,User_VPA,Mobile_Number,Email_ID,User_ID_Merchant_End
TXN00015,USER0168,2498.66,2025-03-23T23:24:28,MERCH083,entertainment,mobile,South Patrickmouth,208.94.13.114,credit,0,-84.342936,-47.760055,2022-06-07,shane16@okhdfcbank,6529060320203,pattondavid@yahoo.com,MUSER5803
TXN00016,USER0191,2809.03,2025-01-23T05:50:59,MERCH034,restaurant,tablet,Kaylamouth,106.135.208.108,credit,0,83.247594,117.806294,2023-12-21,webbalexandra@okaxis,6509775396737,ericalyons@gmail.com,MUSER7824
TXN00017,USER0103,1813.17,2025-03-30T02:30:20,MERCH018,travel,desktop,Lake Nancyview,194.108.246.245,debit,0,72.6221555,169.798730,2024-03-01,jacksonjoshua@oksbi,8714855245787,bdickson@dawson-morgan.com,MUSER9870
TXN00018,USER0029,768.44,2025-05-02T10:06:36,MERCH021,health,tablet,Meaganhaven,219.247.26.45,credit,0,-80.6559155,-112.584398,2022-09-14,keithsosa@okaxis,5841560821371,wwong@jones-johnson.org,MUSER3163
TXN00019,USER0099,1911.19,2025-02-01T08:52:23,MERCH060,travel,desktop,New Mariotown,3.58.228.251,prepaid,0,87.7642495,-16.462227,2023-08-17,bauerheather@okaxis,8425476818268,underwooddeborah@kelley-russell.com,MUSER8764
TXN00020,USER0003,3403.02,2025-02-16T11:55:43,MERCH015,restaurant,tablet,East Natalieland,36.109.250.82,credit,0,-75.3240045,125.074555,2024-11-17,isimpson@okhdfcbank,2303589298808,davidjones@myers.net,MUSER6680
TXN00021,USER0088,562.2,2025-04-14T10:35:26,MERCH056,clothing,desktop,East Donna,221.138.88.147,debit,0,-25.662509,38.370052,2024-08-19,martinkaren@okhdfcbank,8382521293289,hughesmargaret@hotmail.com,MUSER7883
TXN00022,USER0185,1320.63,2025-02-11T03:03:04,MERCH065,health,mobile,Lake Larry,201.192.157.78,prepaid,0,-22.0904205,59.434901,2022-12-31,yhart@okhdfcbank,3406468677524,matthewtaylor@gmail.com,MUSER8272
TXN00023,USER0161,1495.73,2025-04-11T12:04:41,MERCH082,travel,tablet,Martinezbury,97.215.70.100,debit,0,58.371767,-134.952046,2024-09-12,nlawson@okaxis,1484399106227,ryanbrenda@gmail.com,MUSER1351
TXN00024,USER0196,811.94,2025-04-25T06:19:46,MERCH100,travel,mobile,North Chad,210.40.36.184,prepaid,0,13.2644935,161.341986,2023-02-04,adamarmstrong@okaxis,3626693351342,hcardenas@mitchell.info,MUSER5776
TXN00025,USER0005,563.78,2025-01-07T02:23:41,MERCH047,health,desktop,Chadbury,182.219.7.39,debit,0,-6.9813695,88.667586,2023-06-11,suarezkrystal@oksbi,1923724501848,mitchelledwin@lee-williams.com,MUSER4097
TXN00026,USER0146,4735.01,2025-04-15T17:00:44,MERCH011,restaurant,desktop,Lake Selena,205.241.168.137,debit,0,81.5165805,-70.769906,2023-12-20,ugordon@oksbi,9737418972154,kendra39@hotmail.com,MUSER2031
TXN00027,USER0137,3830.34,2025-04-02T20:12:49,MERCH017,restaurant,desktop,Leeville,221.141.244.194,prepaid,0,7.4031725,-103.567282,2024-04-27,kevin34@oksbi,6417692743811,jacquelinejones@green.org,MUSER1361
TXN00028,USER0136,4362.8,2025-03-21T19:52:31,MERCH055,clothing,tablet,Shieldston,200.100.199.167,prepaid,0,-57.236442,20.416714,2023-08-26,andrea23@okhdfcbank,3766014448564,isalazar@yahoo.com,MUSER4806
TXN00029,USER0183,1562.02,2025-01-12T18:28:31,MERCH086,restaurant,desktop,Chandlerville,92.182.21.159,credit,0,53.5889945,110.146382,2024-04-11,fergusonkelly@okaxis,1017397396417,henryangela@hotmail.com,MUSER9513
TXN00030,USER0116,609.42,2025-01-28T05:17:48,MERCH029,electronics,desktop,Whitemouth,18.105.141.146,debit,0,-26.5467185,-89.704577,2023-07-21,sheriramirez@okaxis,9860919191135,epeterson@yahoo.com,MUSER6503
TXN00031,USER0059,2944.26,2025-03-28T01:08:20,MERCH001,electronics,tablet,North Deniseside,13.228.26.238,prepaid,0,28.7565975,-48.379931,2023-12-11,josephgibbs@okaxis,6057798066039,blakegarcia@contreras-johnson.biz,MUSER7745
TXN00032,USER0018,4527.57,2025-02-02T07:03:57,MERCH043,electronics,tablet,Tuckerborough,170.168.150.162,debit,0,14.279395,108.587241,2024-09-27,veronicaclark@oksbi,0514607455534,isabellalong@gmail.com,MUSER6616
TXN00033,USER0125,1075.11,2025-03-15T14:08:33,MERCH017,restaurant,tablet,South Josephmouth,159.37.159.222,prepaid,0,-87.888460,47.500366,2024-12-04,smithmichael@okhdfcbank,0574238856527,oglenn@yahoo.com,MUSER6346
TXN00034,USER0122,4038.45,2025-01-31T01:24:19,MERCH025,electronics,mobile,West Jeff,35.230.186.146,prepaid,0,15.4885755,118.045092,2024-05-23,mark84@okhdfcbank,5598354116597,tonyholder@hahn-walker.com,MUSER8965
TXN00035,USER0109,2058.46,2025-03-02T21:30:15,MERCH094,electronics,tablet,North Breannahaven,210.144.69.234,prepaid,0,-21.405697,62.527141,2022-08-27,rickycarr@okaxis,6347557522501,emily56@hotmail.com,MUSER9686
TXN00036,USER0026,307.76,2025-02-06T02:00:25,MERCH094,groceries,mobile,New Carlosbury,143.193.254.5,debit,0,-9.2309515,-157.563047,2023-10-07,tracie05@okaxis,9488488269131,cgreen@hotmail.com,MUSER9986
TXN00037,USER0138,2245.82,2025-04-23T09:57:30,MERCH055,clothing,desktop,New Christophershire,206.22.12.83,credit,0,-65.773613,-179.462561,2022-12-06,jessicaramirez@okaxis,9642585626149,rmoore@hotmail.com,MUSER8295
TXN00038,USER0020,2218.44,2025-02-09T15:55:00,MERCH071,electronics,mobile,Johnfurt,51.51.38.240,prepaid,0,-26.794065,69.458168,2024-05-05,teresa89@okaxis,5370382407333,maria04@yahoo.com,MUSER8503
TXN00039,USER0004,4845.14,2025-03-30T18:49:15,MERCH097,health,mobile,Sarahland,120.204.194.248,debit,0,-10.161148,153.251839,2023-03-08,sharphailey@oksbi,7320430977688,adam69@arellano.com,MUSER5982
TXN00040,USER0124,1072.67,2025-01-15T05:25:10,MERCH052,electronics,mobile,New Joseph,170.250.37.177,credit,0,-33.524807,-24.710383,2023-01-03,molly98@oksbi,6289696454655,michele20@yahoo.com,MUSER3161
TXN00041,USER0100,1329.69,2025-03-13T18:07:15,MERCH059,groceries,desktop,Ericside,208.64.22.62,prepaid,1,-46.989331,170.608299,2023-02-26,lisawalker@okaxis,5851253892187,tliu@white-duffy.com,MUSER6021
TXN00042,USER0143,3311.05,2025-04-18T16:38:02,MERCH063,clothing,mobile,Sarahville,105.182.107.90,credit,0,27.801784,-90.137648,2022-05-14,james62@oksbi,1935837490797,nsilva@cohen-adams.com,MUSER3813
TXN00043,USER0015,2898.01,2025-04-18T10:12:32,MERCH070,electronics,tablet,West Juan,45.7.189.2,credit,0,79.4774505,-179.708516,2022-05-27,uhall@okaxis,9612087805721,barbaraturner@watson.com,MUSER5259
TXN00044,USER0150,2386.56,2025-05-04T03:45:47,MERCH068,clothing,mobile,Williamview,91.27.221.140,prepaid,0,-4.8564735,-147.693778,2024-06-23,erichardson@okaxis,1494097626374,smurray@hotmail.com,MUSER4715
TXN00045,USER0048,347.26,2025-02-23T17:25:23,MERCH009,restaurant,mobile,North Matthewberg,198.169.93.111,credit,0,82.9877275,78.871778,2023-12-10,crawfordstephen@okaxis,5398628950905,renee79@hodge-taylor.com,MUSER8933
TXN00046,USER0146,1234.85,2025-03-27T19:06:09,MERCH077,electronics,tablet,Hoffmanville,13.49.67.95,debit,0,19.0623235,-33.271603,2024-06-09,jacobhenry@oksbi,1918623392207,stevensjames@hotmail.com,MUSER7093
TXN00047,USER0150,2828.31,2025-04-16T22:38:06,MERCH041,groceries,mobile,Port Mikeside,112.171.84.189,prepaid,0,-80.9049555,140.977806,2024-01-26,deborahsmith@okaxis,5116966672521,carterangela@schroeder.info,MUSER5720
TXN00048,USER0062,1331.74,2025-03-01T20:35:16,MERCH017,restaurant,tablet,Rachelton,143.248.75.145,credit,0,-16.4388815,-45.305017,2024-02-12,nicoleroth@okaxis,5264712463351,householly@stewart-robbins.biz,MUSER1775
TXN00049,USER0193,4678.99,2025-01-20T23:03:10,MERCH002,entertainment,tablet,Kimberlychester,203.5.228.214,prepaid,0,-68.499781,24.093362,2024-01-11,chadjones@okhdfcbank,7184090805120,ccannon@gmail.com,MUSER3430
TXN00050,USER0019,2690.48,2025-02-01T13:18:47,MERCH065,groceries,mobile,South Angel,197.165.152.34,credit,0,41.987528,8.666057,2023-12-08,spencerbrewer@okhdfcbank,0564099512397,richardrobinson@gmail.com,MUSER6785
TXN00051,USER0063,1850.79,2025-02-18T04:32:35,MERCH021,entertainment,tablet,Erikville,167.135.242.66,prepaid,0,36.457603,159.413519,2023-12-25,hgarcia@oksbi,8351295927282,adamjones@gmail.com,MUSER5659
TXN00052,USER0168,2647.06,2025-02-13T04:36:58,MERCH086,health,tablet,Port Samantha,142.144.236.174,credit,0,20.853459,-65.778496,2024-06-06,jessicamorton@okhdfcbank,0908144152982,underwoodmary@lowe.com,MUSER8469
TXN00053,USER0027,4694.96,2025-02-13T06:53:56,MERCH018,groceries,mobile,Lake Jamesmouth,164.119.75.197,debit,0,-0.685562,134.154932,2023-08-29,grayandrew@oksbi,7392957867181,kerri83@gmail.com,MUSER3725
TXN00054,USER0040,1365.38,2025-03-10T04:27:34,MERCH078,clothing,tablet,Frazierside,174.118.28.37,credit,0,23.3780085,93.980485,2025-01-27,hinesdeanna@okaxis,3523736050791,rsweeney@james.net,MUSER3634
TXN00055,USER0163,4265.3,2025-02-20T17:21:03,MERCH065,entertainment,desktop,New Sydney,155.207.228.131,debit,0,-63.0502705,-28.972151,2024-11-06,andersonkayla@okhdfcbank,5899886834527,ocummings@gmail.com,MUSER9770
TXN00056,USER0109,4147.59,2025-03-09T03:01:07,MERCH006,electronics,desktop,Samuelhaven,115.10.144.10,debit,0,-46.9581605,-155.580571,2022-08-26,douglas90@oksbi,4666617071587,vsmith@byrd.biz,MUSER5673
TXN00057,USER0068,812.1,2025-02-19T11:05:34,MERCH057,travel,tablet,Lake Ryanhaven,200.201.195.147,credit,0,-19.946380,-93.340284,2024-02-02,rosariodaniel@okaxis,4740803149982,hartmitchell@ramirez-espinoza.com,MUSER3986
TXN00058,USER0029,380.84,2025-03-12T17:23:42,MERCH089,clothing,tablet,Jonesmouth,211.252.238.58,debit,0,45.918137,106.737003,2022-07-07,melissa13@okhdfcbank,0800463580688,dustinhowell@odonnell.com,MUSER3873
TXN00059,USER0150,2764.86,2025-02-28T07:36:11,MERCH056,clothing,mobile,Elizabethmouth,180.18.189.222,credit,0,-72.184682,122.302121,2022-11-17,timothyhart@okhdfcbank,8503172351373,jonesrachel@myers-alvarez.net,MUSER3514
TXN00060,USER0011,4495.13,2025-02-07T06:02:22,MERCH027,restaurant,mobile,Ortegafurt,203.21.145.161,prepaid,0,4.450718,-142.453814,2023-12-26,tochoa@oksbi,0631403526356,robinsonalexandria@ray.com,MUSER3641
TXN00061,USER0200,2801.62,2025-04-30T12:30:26,MERCH053,travel,tablet,Richardtown,155.131.73.146,debit,0,22.976573,-18.596014,2024-10-02,timothy30@okaxis,2293946943460,brownbryan@gmail.com,MUSER4897
TXN00062,USER0061,4323.71,2025-04-23T14:55:29,MERCH023,entertainment,mobile,Stevenmouth,223.36.87.88,debit,0,71.629266,-131.834571,2023-01-15,courtney10@okhdfcbank,6643749060723,richard85@mcdaniel.com,MUSER2915
TXN00063,USER0086,3913.02,2025-02-02T22:49:09,MERCH053,health,tablet,West Zacharymouth,23.132.11.37,prepaid,0,57.029542,32.227701,2023-03-05,garciakenneth@okaxis,1127128524648,zachary37@ellis-bell.com,MUSER1674
TXN00064,USER0069,800.19,2025-03-02T06:39:34,MERCH090,electronics,desktop,Port James,94.104.162.64,debit,0,-2.2837905,-113.977245,2024-03-15,othomas@okaxis,4941163187328,weberalexander@black-stewart.com,MUSER6187
TXN00065,USER0057,1001.87,2025-04-29T16:44:35,MERCH059,groceries,desktop,South Robertshire,56.147.26.109,debit,0,31.671524,-105.025834,2023-06-08,perezpaul@okhdfcbank,7711306211369,tuckerlisa@hotmail.com,MUSER3072
TXN00066,USER0169,969.68,2025-04-06T23:57:52,MERCH043,groceries,mobile,Sancheztown,23.0.191.32,credit,0,-82.658052,118.757431,2023-10-31,diana36@okaxis,7279083350902,davissara@gmail.com,MUSER8223
TXN00067,USER0131,2001.39,2025-02-04T03:41:28,MERCH069,groceries,mobile,Williamsbury,123.183.150.223,debit,0,-76.014830,-29.966969,2024-07-07,vasquezvicki@oksbi,4257306624813,qtyler@sullivan.net,MUSER5266
TXN00068,USER0067,896.95,2025-04-14T03:15:14,MERCH034,electronics,mobile,Stephaniemouth,193.218.125.195,prepaid,0,82.167198,51.908067,2024-06-05,cristiansosa@okhdfcbank,3570713984822,bmiles@rodriguez.biz,MUSER7056
TXN00069,USER0187,3933.21,2025-04-17T09:16:06,MERCH056,travel,tablet,Merrittfort,143.210.198.156,debit,0,82.2261795,-66.800673,2025-01-18,charles51@oksbi,0116880925502,krodriguez@hotmail.com,MUSER4022
TXN00070,USER0148,954.44,2025-05-04T19:43:03,MERCH006,restaurant,desktop,Katiehaven,184.201.128.149,debit,0,-40.6777715,147.730330,2025-04-11,sandra10@okhdfcbank,3060906913098,lgonzales@hotmail.com,MUSER4361
TXN00071,USER0138,3435.85,2025-03-27T09:57:17,MERCH095,restaurant,tablet,Lake Justinview,133.40.47.50,debit,0,79.156304,91.023305,2023-11-30,gregorymoreno@oksbi,0796496737945,ernestjones@ball.com,MUSER1568
TXN00072,USER0018,4744.63,2025-01-27T20:52:11,MERCH043,travel,desktop,East Patrick,36.28.83.84,prepaid,0,29.025615,-9.111875,2025-04-23,erinhernandez@okaxis,7278532426425,jake58@chapman.com,MUSER6192
TXN00073,USER0185,4500.73,2025-03-22T13:25:28,MERCH065,groceries,tablet,Riveramouth,154.227.161.167,credit,0,82.0936515,3.950901,2022-08-05,colleen45@okaxis,6420768362536,amywright@gmail.com,MUSER6633
TXN00074,USER0179,1481.8,2025-03-17T15:05:36,MERCH017,clothing,desktop,Port Nicoleshire,150.131.55.95,prepaid,0,-53.468022,161.004235,2025-02-12,nelsonvictor@oksbi,6777675556283,justinhughes@thomas.info,MUSER3423
TXN00075,USER0174,3741.93,2025-02-27T23:38:08,MERCH023,travel,tablet,Castanedachester,203.23.14.167,credit,0,-89.174345,-39.683136,2023-12-27,sarah10@okaxis,3393957865436,jonesmark@yahoo.com,MUSER7109
TXN00076,USER0001,1522.86,2025-04-05T19:18:51,MERCH027,entertainment,tablet,West Ryan,118.120.20.193,prepaid,0,17.551846,63.051169,2024-02-25,kimberlythomas@oksbi,7187496033582,mkelley@gmail.com,MUSER8347
TXN00077,USER0120,2211.72,2025-02-02T01:09:51,MERCH087,clothing,tablet,Calhounside,4.55.129.71,credit,0,-36.292691,-33.427185,2023-05-26,petergriffith@okhdfcbank,8627036924926,adamkramer@harris-santana.info,MUSER9845
TXN00078,USER0189,852.61,2025-01-17T07:13:24,MERCH011,groceries,tablet,Taylormouth,88.67.60.220,prepaid,0,78.656997,-47.968257,2023-05-19,hbriggs@okhdfcbank,2657327599801,bmolina@castro.com,MUSER3663
TXN00079,USER0086,471.47,2025-03-05T13:34:26,MERCH097,clothing,tablet,South Mark,154.250.235.12,credit,0,-7.980208,175.557270,2024-05-19,rmoyer@okaxis,1000515532341,martindavid@hotmail.com,MUSER9743
TXN00080,USER0051,741.03,2025-02-18T23:40:13,MERCH006,clothing,desktop,South Andrewside,11.179.46.0,prepaid,0,-5.7859445,-7.321778,2022-06-30,christophercooley@okaxis,9597752441822,ronald30@hotmail.com,MUSER5940
TXN00081,USER0019,2279.8,2025-02-13T12:57:03,MERCH081,travel,mobile,Port Susanton,13.152.74.105,prepaid,0,64.567645,3.411105,2023-11-20,katrinagomez@okhdfcbank,6189628874312,shellysmith@hotmail.com,MUSER2990
TXN00082,USER0127,2001.27,2025-01-04T22:58:39,MERCH019,restaurant,tablet,East David,214.249.144.199,debit,0,-67.9260015,-66.922159,2025-01-12,scoleman@okaxis,1026767209579,normakirby@hotmail.com,MUSER1408
TXN00083,USER0198,4427.9,2025-04-01T07:12:55,MERCH100,entertainment,mobile,Katieburgh,204.234.144.53,debit,0,-60.2497805,66.852890,2025-03-23,oguzman@okhdfcbank,7079551512294,angelaespinoza@gmail.com,MUSER7628
TXN00084,USER0179,2592.2,2025-02-01T19:12:14,MERCH007,travel,mobile,Danieltown,188.2.131.189,debit,0,-47.6348605,141.861448,2022-06-20,devon36@okhdfcbank,2135415970996,vharrison@gmail.com,MUSER9182
TXN00085,USER0119,3339.55,2025-03-19T00:32:37,MERCH072,travel,desktop,North Brittany,217.166.144.184,credit,0,-22.997553,-3.660858,2025-04-25,idunn@oksbi,5438480752034,donald27@gordon.org,MUSER3381
TXN00086,USER0185,4460.64,2025-04-27T14:07:15,MERCH055,health,tablet,Port Tonyaton,187.219.183.119,credit,0,48.6109125,-171.477382,2025-03-07,opatel@oksbi,7650471580290,ramoschristopher@williams.com,MUSER8504
TXN00087,USER0191,4308.17,2025-01-14T09:21:42,MERCH058,groceries,mobile,Alexanderchester,151.46.22.187,prepaid,0,84.263080,-108.206537,2025-02-03,tmiller@okhdfcbank,4637660465586,kennethroberts@beasley.com,MUSER6246
TXN00088,USER0200,2608.89,2025-05-04T10:02:28,MERCH081,clothing,desktop,Zimmermanchester,49.73.7.169,credit,0,-55.0784395,167.056598,2022-12-23,xrose@okhdfcbank,5254837441715,gduke@hotmail.com,MUSER3556
TXN00089,USER0074,1176.3,2025-04-30T14:21:34,MERCH043,groceries,tablet,Marshallshire,143.182.49.91,debit,0,69.454988,-178.900749,2023-06-17,jacquelineyoung@oksbi,0213125129311,byrdbrandi@yahoo.com,MUSER1070
TXN00090,USER0060,1918.26,2025-01-17T19:52:42,MERCH020,restaurant,mobile,Nicolebury,188.32.174.45,debit,0,20.143416,146.839897,2024-12-03,harrismelissa@okhdfcbank,0591297519102,ndiaz@bailey-ross.info,MUSER9948
TXN00091,USER0085,2715.34,2025-03-07T07:43:18,MERCH054,electronics,mobile,South Melissaburgh,144.136.216.142,credit,0,-4.2619485,75.834534,2024-04-14,angela21@okhdfcbank,1211063301658,billy96@hotmail.com,MUSER9313
TXN00092,USER0198,2922.48,2025-03-08T02:05:38,MERCH090,electronics,tablet,Nicoleview,214.29.34.94,credit,0,31.195897,-177.702599,2025-03-30,pruittmichael@okhdfcbank,7379274907280,keithadams@gilbert.com,MUSER6427
TXN00093,USER0091,1496.57,2025-01-17T14:59:07,MERCH050,health,desktop,Lake Richard,195.231.132.243,prepaid,0,38.410254,-174.857523,2022-12-22,kenneththomas@okaxis,2342893113253,sierra65@deleon.com,MUSER5842
TXN00094,USER0140,4000.34,2025-05-06T10:07:32,MERCH029,entertainment,mobile,Westtown,110.120.109.80,credit,0,-54.1612355,-86.833557,2023-06-07,osanchez@oksbi,6949684364538,maryriley@sanchez-hanson.com,MUSER8764
TXN00095,USER0008,1947.34,2025-02-17T05:53:03,MERCH086,restaurant,desktop,Elizabethstad,187.0.15.128,prepaid,0,-20.0242775,41.815213,2023-05-27,burgessdavid@okhdfcbank,4421017509617,coxjustin@hotmail.com,MUSER5748
TXN00096,USER0120,4598.11,2025-03-24T14:59:29,MERCH080,travel,mobile,Michaelmouth,142.193.34.162,credit,0,-43.432080,118.387832,2024-11-28,nicholasjohnson@okhdfcbank,1595919457575,hwilliams@vasquez-davidson.com,MUSER3409
TXN00097,USER0170,140.37,2025-01-24T10:17:49,MERCH083,entertainment,mobile,West David,199.94.203.245,credit,0,69.1877045,82.517373,2024-10-22,swatson@okaxis,4758339205677,benjamin10@sanders.biz,MUSER8243
TXN00098,USER0067,1898.62,2025-02-07T04:38:44,MERCH028,entertainment,desktop,Lake Todd,206.67.148.210,credit,0,-2.0657975,30.878104,2025-03-02,batescharles@okaxis,6777226602562,gordondennis@castro-robbins.com,MUSER6549
TXN00099,USER0098,1394.89,2025-01-20T12:29:08,MERCH054,groceries,mobile,West Jeremy,106.6.123.218,credit,0,-14.3556045,108.907124,2023-01-13,anthonydiaz@okhdfcbank,5062292310672,carla83@gmail.com,MUSER2840
TXN00100,USER0139,265.17,2025-02-23T06:23:00,MERCH045,clothing,tablet,North Angelaberg,192.159.106.142,debit,1,-36.6716135,-136.433577,2022-05-27,sanchezalexander@oksbi,5307624843379,william35@yahoo.com,MUSER8847
TXN00101,USER0167,206.09,2025-01-20T22:05:35,MERCH004,clothing,mobile,New Justinfort,131.73.193.150,debit,0,-67.3443295,168.481446,2022-11-05,lhernandez@okaxis,6627051157942,danielduncan@hudson-meyers.biz,MUSER1656
TXN00102,USER0062,635.47,2025-02-19T00:38:04,MERCH086,electronics,tablet,Wilsonland,131.110.84.192,debit,0,21.2655375,169.646026,2022-09-28,vmanning@oksbi,8736704254969,ymercer@shelton-allen.com,MUSER3284
TXN00103,USER0066,3835.66,2025-01-30T11:05:56,MERCH022,travel,tablet,Port Anna,143.226.92.80,prepaid,0,8.6767575,-138.380096,2025-02-02,theodore57@okaxis,9284552597107,christophercooley@schwartz-roth.biz,MUSER2914
TXN00104,USER0200,4097.41,2025-01-24T00:01:27,MERCH040,electronics,tablet,Obrienbury,222.42.197.61,debit,0,-41.1744745,109.185157,2023-12-26,mitchelleric@okaxis,6335357485953,dustin82@yahoo.com,MUSER6047
TXN00105,USER0148,3388.35,2025-02-27T17:45:57,MERCH049,entertainment,tablet,Torreston,199.50.206.190,debit,0,15.6277885,-163.385178,2024-01-15,munozglenn@oksbi,5939933797058,joseph92@hotmail.com,MUSER1406
TXN00106,USER0177,4153.71,2025-02-10T08:21:42,MERCH032,electronics,tablet,West Donna,68.205.220.231,credit,0,11.286073,59.002459,2024-11-03,alexwall@okhdfcbank,6295187794176,kellywilliams@gmail.com,MUSER7580
TXN00107,USER0154,4028.61,2025-01-31T09:29:41,MERCH073,health,mobile,South Shannonfort,146.112.79.121,credit,0,63.113050,-113.741759,2022-09-09,qspencer@oksbi,4250733055978,payneelizabeth@torres.biz,MUSER4610
TXN00108,USER0170,1856.0,2025-02-24T21:33:47,MERCH065,restaurant,desktop,Jonesbury,163.42.68.123,debit,0,-29.7396935,9.512600,2024-07-21,jenna62@okhdfcbank,4575983399140,christopher08@ramirez-holloway.info,MUSER8306
TXN00109,USER0126,532.17,2025-03-24T13:17:28,MERCH047,restaurant,desktop,New Jeffreyberg,161.36.126.164,prepaid,0,-84.434089,22.065566,2023-02-25,teresa86@okhdfcbank,8843660443240,mbest@brown.com,MUSER6855
TXN00110,USER0046,3670.31,2025-01-12T13:56:00,MERCH084,groceries,tablet,Port Kyle,193.147.196.196,prepaid,0,-83.8340135,142.826319,2024-02-24,juliamorales@okaxis,6157276829751,nkirk@yahoo.com,MUSER2515
TXN00111,USER0120,2180.69,2025-03-27T06:36:12,MERCH094,travel,desktop,South Haleyfurt,159.154.87.67,credit,0,59.9292505,12.181395,2023-01-20,robinsonisaiah@okaxis,7439742925010,davisbrian@johnson.org,MUSER6347
TXN00112,USER0023,1398.25,2025-03-27T00:06:15,MERCH058,clothing,desktop,New Billchester,216.3.3.141,prepaid,0,83.7063785,27.635381,2024-03-01,velasqueztaylor@okaxis,8752568065625,tranadriana@smith.net,MUSER1901
TXN00113,USER0098,1685.3,2025-01-06T00:32:20,MERCH064,health,desktop,East Suzanneshire,199.137.253.89,debit,0,74.283346,-84.873652,2023-06-04,denise66@okhdfcbank,4599080271122,alisonhaas@rogers.com,MUSER4197
